product_name,brands,nutriscore_grade,nova_group,allergens,energy_kcal,fat_100g,saturated_fat_100g,carbs_100g,sugars_100g,fiber_100g,proteins_100g,salt_100g,sodium_100g,contains_gluten,contains_dairy,contains_nuts,contains_soy,contains_eggs,contains_fish,category,subcategory
Eyoo Cover,Excelo,C,4,"gluten, milk, soybeans",452.0,23.0,0.0,55.0,0.0,4.1,6.0,0.0,0.0,True,True,False,True,False,False,Snacks,Biscuits And Cakes
Raibi Jaoda,Jaouda,E,0,milk,75.3,1.38,0.8,13.58,13.5,0.0,2.48,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Dairies
La Salvetat,"Danone,La Salvetat",A,4,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00125,0.0005,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Tendre Nature,"Tendre, Jouda",C,3,milk,119.0,5.0,4.2,14.3,9.0,0.0,4.2,0.0,0.0,False,True,False,False,False,False,Dairies,Fermented Milk Products
Creamy Greek Style Natural Yogurt,Milbona,C,1,milk,126.0,10.0,6.72,4.64,4.4,0.48,4.08,0.102,0.0408,False,True,False,False,False,False,Dairies,Fermented Milk Products
Yaourt Grec Muesli,Jaouda,C,3,"gluten, milk, nuts",140.0,7.0,4.0,16.1,9.0,0.0,3.3,0.0,0.0,True,True,True,False,False,False,Dairies,Fermented Milk Products
Tartines Craquantes Au Sarrasin Imp,"Ekibio,Le Pain Des Fleurs",A,3,unknown,388.0,2.8,0.6,75.0,2.6,4.4,13.4,0.68,0.272,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Dark Rye Crispbread,Ryvita,A,3,gluten,352.0,0.952,0.19,67.6,2.86,14.3,10.5,0.929,0.371,False,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Danino,Danone,C,0,milk,132.2,6.3,4.3,12.3,8.6,0.0,6.5,0.07,0.028,False,False,False,False,False,False,Dairies,Fermented Milk Products
High Protein Caramel Pudding,Millbona,C,4,unknown,0.303,0.0,0.0432,0.0,4.2,0.2,0.0,0.00909,0.00364,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Be Nuts Peanut Spread,Andros,C,4,"nuts, peanuts",614.0,49.0,9.0,20.0,15.0,4.4,21.0,0.7,0.28,False,False,True,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Pipas,Chipsy Dor,B,3,gluten,520.0,29.0,3.36,38.9,1.65,2.7,24.6,0.059,0.0236,True,False,False,False,False,False,Plant Based Foods And Beverages,Seeds
Apple Hazelnut,Gerbl,B,4,"gluten, nuts",453.0,17.0,1.5,62.0,11.0,6.6,9.8,0.01,0.004,True,False,True,False,False,False,Snacks,Biscuits And Cakes
Coca Cola Original Taste,"Coca Cola,The Coca Cola Company",E,4,unknown,44.0,0.0,0.0,10.9,10.9,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Le Beurre Tendre Doux,"Elle Vire, Savencia",E,2,milk,744.0,82.0,57.0,0.8,0.8,0.0,0.7,0.05,0.02,False,True,False,False,False,False,Dairies,Spreads
Weetabix,Weetabix,A,3,gluten,340.0,2.0,0.5,65.0,4.0,9.5,11.2,0.244,0.0975,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Lben Carton Pasteuriser,Jaouda,B,0,milk,45.0,1.3,0.9,4.8,0.0,0.0,3.2,0.0,0.0,False,True,False,False,False,False,Beverages And Beverages Preparations,Dairies
Flocons Avoine,Lidl,A,1,gluten,372.0,7.0,1.3,58.7,0.7,10.0,13.5,0.03,0.012,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Organic Vegetable Stock Cubes,Call,UNKNOWN,3,celery,7.0,0.4,0.2,0.7,0.3,0.01,0.0,0.9,0.36,False,False,False,False,False,False,Plant Based Foods And Beverages,Dried Products
Le Bon Lait,Albane,B,1,milk,46.0,1.5,1.0,4.9,0.0,0.0,3.0,0.0,0.0,False,True,False,False,False,False,Dairies,Maroc
Oat Drink,Alpro,C,4,gluten,42.0,1.5,0.2,6.0,3.1,0.7,0.8,0.1,0.04,True,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Garlic Herb Kebabs,Wicked Kitchen,UNKNOWN,0,gluten,213.0,12.4,6.3,6.1,1.6,1.5,18.6,0.885,0.354,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Trios,Aperitivos Company,E,4,unknown,534.0,32.1,32.1,54.0,54.0,4.1,5.2,2.0,0.8,False,False,False,False,False,False,Snacks,Snacks Sales
Dalaa Feuilles,Dalaa,UNKNOWN,0,unknown,477.5,22.0,8.0,59.0,26.0,4.1,7.1,0.42,0.168,False,False,False,False,False,False,Snacks,Confectioneries
Semi Skimmed Milk,Jaouda,B,0,milk,45.0,1.5,1.0,4.9,0.0,0.0,3.1,0.0,0.0,False,False,False,False,False,False,Dairies,Milks
Edelbitter Cacao,J D Gross,E,4,"milk, soybeans",545.0,40.0,24.8,31.9,27.2,11.7,8.4,0.0025,0.001,False,False,False,True,False,False,Snacks,Cocoa And Its Products
Flocons Davoine,Bjorg,A,1,"avoine, gluten",362.0,7.1,1.3,58.0,1.7,11.0,11.0,0.02,0.008,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Naked Organic Tofu,The Tofoo Co,A,3,soybeans,145.0,7.8,1.2,1.1,0.1,1.9,16.5,0.00015,6e-05,False,False,False,True,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Nutella,"Nutella,Ferrero",E,4,"milk, nuts, soybeans",533.33,30.67,10.67,57.33,56.0,0.0,6.0,1.07,0.428,False,True,True,True,False,False,Snacks,Spreads
Lait Frais Jours,Chergui,B,1,milk,57.2,2.91,1.62,4.75,4.75,0.0,3.01,0.0862,0.0345,False,True,False,False,False,False,Dairies,Milks
"Bahia, Eau De Table",Bahia,A,1,unknown,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Fresh Square,Elle Vire,B,3,milk,84.0,0.4,0.4,4.4,2.8,0.0,16.0,1.32,0.528,False,True,False,False,False,False,Dairies,Fermented Milk Products
La Prairie Classique,Margafrique,B,4,soybeans,635.0,70.0,0.0,0.7,0.0,4.8,1.0,0.0,0.0,False,False,False,True,False,False,Plant Based Foods And Beverages,Fats
Crunchy Oatshoney,Nature Valley,D,4,unknown,436.0,16.9,2.0,60.0,25.1,6.0,8.0,0.79,0.316,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Nutella,"Ferrero,Nutella",E,4,"milk, nuts, soybeans",539.0,30.9,10.6,57.5,56.3,2.9,6.3,0.11,0.044,False,True,True,True,False,False,Breakfasts,Sweet Spreads
Salim,Salim,UNKNOWN,0,milk,58.0,3.0,2.0,4.4,4.8,0.0,3.0,0.14,0.056,False,False,False,False,False,False,Dairies,Milks
Kinder Bueno,Kinder,E,4,"gluten, milk, nuts, soybeans",567.4418605,37.3,17.3,51.5,41.2,2.0,8.6,0.1975,0.079,True,True,True,True,False,False,Snacks,Biscuits And Cakes
Wheat Yields,Jaouda,C,4,milk,106.0,3.0,2.2,16.0,7.5,1.1,3.5,0.0,0.0,False,True,False,False,False,False,Dairies,Fermented Milk Products
Figue Son,Gerbl,B,4,gluten,450.0,19.0,1.7,54.0,16.0,13.0,9.3,0.19,0.076,True,False,False,False,False,False,Snacks,Biscuits And Cakes
Brewers Yeast,Gerbl,NOT-APPLICABLE,1,gluten,323.0,4.6,0.8,12.0,1.2,25.0,46.0,0.32,0.128,True,False,False,False,False,False,Condiments,Yeast
Croustillant Chocolat,Bjorg,C,4,"gluten, milk, soybeans",432.0,14.0,3.33,61.7,14.0,10.0,9.67,0.267,0.107,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Coke Zero,Coke Zero,C,4,unknown,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.008,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Coca Cola Zero Sugar,Coca Cola,C,4,unknown,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.02,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Pain De Mie Bio,"La Boulangre,La Boulangre Organic",C,4,"gluten, soybeans",268.0,4.2,0.4,47.0,6.3,4.9,8.1,1.1,0.44,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Roggen Vollkornbrot,Afischer,A,4,gluten,209.0,1.79,0.36,38.0,3.93,9.29,5.71,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Bitter Extra Kraftig,Lindt Excellence,E,3,"milk, soybeans",573.0,49.0,30.0,10.0,1.0,4.1,14.0,0.7,0.28,False,True,False,False,False,False,Snacks,Cocoa And Its Products
Seed Sensations Seven Seeds,Hovis,B,4,"gluten, soybeans",277.0,6.59,0.682,42.0,3.86,5.23,10.0,0.886,0.355,True,False,False,True,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Sardines Huile Dolive Vierge Extra,Parmentier,E,3,fish,554.0,36.6,8.54,0.0,0.0,0.0,56.1,2.93,1.17,False,False,False,False,False,True,Seafood,Canned Foods
Coca Cola Original Taste,Coca Cola,E,4,unknown,45.0,0.0,0.0,11.2,11.2,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
"Balanced Table Oil Rich In Vitamins A,E,D",Lesieur,C,4,soybeans,900.0,100.0,15.0,0.0,0.0,4.8,0.0,0.0,0.0,False,False,False,True,False,False,Plant Based Foods And Beverages,Fats
Nestl Dessert,Nestl,E,4,milk,548.0,34.1,20.2,50.7,46.4,7.3,6.0,0.01,0.004,False,False,False,False,False,False,Snacks,Sweet Snacks
Petit Beurre,Little,D,4,"eggs, gluten, milk, soybeans",427.0,17.5,8.5,60.0,15.3,1.2,6.6,0.23,0.092,True,True,False,True,True,False,Snacks,Biscuits And Cakes
Ice Tea Pche,Mont Roucous,A,1,unknown,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.00075,0.0003,False,False,False,False,False,False,Beverages And Beverages Preparations,Waters
Jempo,Jempo,UNKNOWN,0,unknown,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Tar Mg Nicotine With Carbon Mg,Tar,UNKNOWN,0,unknown,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Pains Au Lait X,Pasquier,C,4,"eggs, gluten, milk",353.0,11.0,4.0,55.0,11.0,3.5,8.6,0.00275,0.0011,True,True,False,False,True,False,Snacks,Sweet Pastries And Pies
Nutella,"Ferrero,Nutella",E,4,"milk, nuts, soybeans",539.0,30.9,10.6,57.2,56.3,3.0,6.3,0.11,0.044,False,True,True,True,False,False,Breakfasts,Sweet Spreads
Chocolat Au Lait,Milka,E,4,"milk, nuts, soybeans",539.0,31.0,19.0,57.0,55.0,2.3,6.5,0.28,0.112,False,True,True,True,False,False,Snacks,Cocoa And Its Products
Tomato Ketchup,Heinz,D,3,celery,102.0,0.1,0.1,23.2,22.8,0.7,1.2,1.77,0.708,False,False,False,False,False,False,Condiments,Tomato Sauces
Moutarde G,Star,E,4,"mustard, soybeans",158.7,11.19,0.71,7.07,1.94,0.7,7.44,6.54,2.616,False,False,False,True,False,False,Condiments,Mustards
Nyc Bagels,New York Bakery,A,3,gluten,229.0,2.2,0.8,42.0,4.4,2.6,7.8,0.1875,0.075,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Kefir Natural Fermented Yogurt,Yeo Valley Organic,B,1,milk,64.0,2.1,1.4,5.4,5.4,0.0,4.7,0.12,0.048,False,True,False,False,False,False,Dairies,Fermented Milk Products
Ricore Original,"Nestl, Ricore",B,4,unknown,141.0,0.5,0.1,9.1,9.1,45.3,2.7,0.23,0.092,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Organic Sliced Brioche G,The Baker,C,4,"eggs, gluten, milk, soybeans",336.0,9.4,0.9,52.0,13.0,3.9,8.8,0.95,0.38,True,False,False,False,True,False,Snacks,Sweet Snacks
Growth Reduced In Sugar,Jaouda,NOT-APPLICABLE,4,milk,64.0,2.6,0.0,7.7,0.8,0.0,2.5,0.0775,0.031,False,True,False,False,False,False,Dairies,Baby Foods
Philadelphia,Mondelez International,D,4,milk,226.0,21.0,14.0,4.3,4.3,0.2,5.4,0.75,0.3,False,True,False,False,False,False,Dairies,Fermented Milk Products
Pasteurized Fresh Butter,Jaouda,E,0,milk,746.0,82.0,56.0,1.0,1.0,0.0,0.1,0.0,0.0,False,False,False,False,False,False,Dairies,Spreads
Sparkling Natural Mineral Water,Oulmes Mineral Waters,A,1,unknown,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Carbonated Drinks
Pulco Citron,"Orangina Schweppes France,Pulco,Schweppes International Limited",B,1,unknown,11.5,0.0,0.0,0.8,0.4,5.0,0.1,0.01,0.004,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverage Preparations
Tomato Ketchup,Heinz,D,3,celery,102.0,0.1,0.0,23.2,22.8,0.7,1.2,1.8,0.72,False,False,False,False,False,False,Condiments,Tomato Sauces
Lidl Organic Dark Chocolate,Lidl,E,4,soybeans,572.0,41.6,25.0,35.3,28.0,11.1,8.5,0.01,0.004,False,False,False,True,False,False,Snacks,Cocoa And Its Products
Heinz Ketchup,Heinz,D,3,celery,102.0,0.1,0.0,23.2,22.8,0.0,1.2,1.8,0.72,False,False,False,False,False,False,Condiments,Tomato Sauces
Real Mayonnaise,Hellmanns,E,4,eggs,725.0,79.0,6.2,1.4,1.3,0.7,1.1,1.18,0.472,False,False,False,False,True,False,Condiments,Salad Dressings
King Cookies Choco,Excelo,E,4,"gluten, milk, soybeans",475.0,24.0,12.0,60.4,31.2,4.1,5.4,0.27,0.108,True,True,False,True,False,False,Snacks,Biscuits And Cakes
Bio Basmati Reis Vollkorn,"Pueblo Lindo, Nur Nur Natur",B,0,soybeans,351.0,2.5,0.9,71.2,0.9,2.9,9.5,0.02,0.008,False,False,False,False,False,False,Snacks,Confectioneries
Mediterranean Olive Oil,Bertolli,D,4,milk,531.0,59.0,17.0,0.5,0.5,4.8,0.5,1.1,0.44,False,True,False,False,False,False,Plant Based Foods And Beverages,Fats
Pesto Rosso,Barilla,E,4,"eggs, milk, nuts",329.0,29.0,3.4,12.0,7.8,2.3,3.8,2.8,1.12,False,True,True,False,True,False,Condiments,Pestos
Sirop Dagave,Sunny Via,E,1,unknown,457.0,0.714,0.0,40.0,113.0,0.714,0.714,0.0,0.0,False,False,False,False,False,False,Plant Based Foods And Beverages,Sweeteners
Fresh Square Nature,Ellevire,D,3,milk,193.0,15.0,11.0,2.5,2.5,0.0,12.0,1.2,0.48,False,True,False,False,False,False,Dairies,Fermented Milk Products
Real Mayonnaise,Hellmanns,C,4,eggs,725.0,79.0,6.3,1.4,1.3,0.7,1.1,1.5,0.6,False,False,False,False,True,False,Condiments,Sauces
Peripella,Peripella,E,4,"milk, nuts, soybeans",555.0,35.0,4.3,53.0,52.0,3.6,5.1,0.13,0.052,False,True,True,True,False,False,Breakfasts,Sweet Spreads
Yaourt Tendre,Jaouda,C,4,milk,121.0,5.0,0.0,14.9,14.9,0.0,4.2,0.0,0.0,False,True,False,False,False,False,Dairies,Fermented Milk Products
Vanille Au Soja,Alpro,C,4,soybeans,66.0,2.1,0.4,7.5,7.5,0.9,3.7,0.2,0.08,False,False,False,True,False,False,Beverages And Beverages Preparations,Beverages
Organic Peanut Butter,Ethiquable,A,1,"nuts, peanuts",622.0,50.0,6.8,13.0,5.8,8.3,26.0,0.03,0.012,False,False,True,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Weetabix Produced From Whole Wheat,Weetabix,A,3,gluten,363.0,2.13,0.533,69.1,4.27,10.1,12.0,0.26,0.104,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Almond Drink,Vemondo,B,4,"gluten, nuts",14.0,1.2,0.1,0.0,0.0,0.2,0.5,0.13,0.052,True,False,True,False,False,False,Beverages And Beverages Preparations,Beverages
Total,Fage,B,1,milk,93.0,5.0,3.6,3.0,3.0,0.0,9.0,0.0975,0.039,False,True,False,False,False,False,Dairies,Fermented Milk Products
Wheat Bisks,Harvest Morn,A,3,gluten,353.0,2.11,0.526,68.4,4.47,10.0,11.8,0.257,0.103,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Rye And Mixed Seed Sourdough Bread,Tesco,A,3,gluten,262.0,8.6,0.4,88.0,2.4,6.8,8.6,0.78,0.312,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Cappy Pulpy,Coca Cola Company,E,4,unknown,37.0,0.0,0.0,9.0,7.0,0.2,0.0,0.05,0.02,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Jibal,Jibal,E,1,milk,105.0,3.8,2.5,4.4,10.0,0.0,6.5,0.25,0.1,False,True,False,False,False,False,Dairies,Milks
Ice Tea Pche,The Golden Bread,E,4,"eggs, gluten, milk",341.0,12.0,7.4,49.0,13.0,4.1,8.1,1.12,0.448,True,True,False,False,True,False,Snacks,Sweet Pastries And Pies
Excellence Noir Subtil Doux Cacao,"Lindt Excellence,Lindt",E,4,soybeans,610.0,48.0,29.0,33.0,29.0,4.1,6.9,0.01,0.004,False,False,False,True,False,False,Snacks,Cocoa And Its Products
Bol Bol Ketchup,Bolbol,E,4,unknown,122.0,0.1,0.0,28.0,25.0,0.0,1.0,3.5,1.4,False,False,False,False,False,False,Condiments,Tomato Sauces
Cheddar Flavored Slices,Ideal,E,0,nuts,281.0,8.0,10.0,21.0,0.0,0.0,8.0,3.25,1.3,False,False,False,False,False,False,Dairies,Fermented Milk Products
Unknown Product,Unknown,UNKNOWN,0,unknown,350.0,5.2,0.9,40.0,3.6,4.8,8.0,0.46699999999999997,0.187,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
St Hubert Organic Plant Based,St Hubert,D,4,"nuts, soybeans",495.0,55.0,20.0,0.0,0.0,4.8,0.0,0.45,0.18,False,False,True,True,False,False,Plant Based Foods And Beverages,Fats
Sour Cream Onion,Pringles,D,4,"gluten, milk",517.0,29.0,2.9,56.0,2.1,3.5,6.3,1.18,0.472,True,True,False,False,False,False,Snacks,Appetizers
Lemon Flavored Seasoning,Star,NOT-APPLICABLE,4,unknown,1.12,0.0,0.0,0.21,4.0,0.0,0.0,0.0,0.0,False,False,False,False,False,False,Condiments,Vinegars
"Muesli Raisin, Figue, Abricot",Bjorg,A,3,"gluten, milk, soybeans",352.0,5.8,0.9,59.0,14.0,10.0,11.0,0.03,0.012,True,False,False,False,False,False,Plant Based Foods And Beverages,Breakfasts
Nesquik,Nestl,D,4,soybeans,386.0,3.6,1.6,78.9,75.1,7.7,5.1,0.41,0.164,False,False,False,True,False,False,Beverages And Beverages Preparations,Cocoa And Its Products
Arome Maggi,"Nestle, Maggi",NOT-APPLICABLE,4,gluten,69.0,0.5,0.1,6.5,3.5,0.5,9.8,18.3,7.32,True,False,False,False,False,False,Condiments,Sauces
Menguys Peanut,Menguys,A,1,"nuts, peanuts",610.0,48.0,5.8,13.0,6.2,7.0,28.0,0.05,0.02,False,False,True,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Levure Rafiaa,Levure,NOT-APPLICABLE,4,unknown,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.0088,False,False,False,False,False,False,Food Additives,Yeast
Rich Tasting Amber Maple Syrup,Maple Joe,D,2,unknown,268.0,0.0,0.0,67.0,66.0,0.0,0.0,0.02,0.008,False,False,False,False,False,False,Sweeteners,Simple Syrups
Tartines Campagne G,La Boulangere,C,4,"eggs, gluten, milk, soybeans",274.0,6.5,0.5,43.0,2.6,3.9,8.9,1.2,0.48,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Nutella,"Ferrero,Lidl Ferrero Nutella Nuss Nugat Creme",E,4,"fruits-à-coque, milk, nuts, soybeans",538.0,30.9,10.6,57.5,56.3,2.9,6.3,0.11,0.044,False,True,True,True,False,False,Breakfasts,Sweet Spreads
Muscly La Force Pour Grandir,Jaouda,C,4,milk,161.0,7.5,0.0,15.7,15.7,0.0,7.6,0.0,0.0,False,True,False,False,False,False,Dairies,Fermented Milk Products
Chocolat Noir Cacao,Dark Excellente,E,4,"milk, nuts, soybeans",580.0,49.0,33.0,14.0,10.0,4.1,15.0,0.0,0.0,False,True,True,True,False,False,Snacks,Cocoa And Its Products
Large Slices Of Sandwich Bread Special Complete Sandwich,"Lidl, Matre Jean Pierre",B,4,gluten,258.0,4.5,0.5,43.0,5.0,6.3,8.3,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Seeded Sourdough Bread,Specially Selected,A,3,gluten,245.0,3.79,0.517,42.9,0.517,5.52,8.62,0.00216,0.000862,True,False,False,False,False,False,Plant Based Foods And Beverages,Cereals And Potatoes
Granola Loriginal,"Lu, Mondelez International",E,4,"gluten, milk, soybeans",491.0,23.0,12.0,62.0,28.0,3.5,5.9,1.2,0.48,True,True,False,True,False,False,Snacks,Biscuits And Cakes
Biscoff Spread,Lotus,E,4,"gluten, soybeans",584.0,38.1,7.6,57.0,36.8,0.8,2.9,0.54,0.216,True,False,False,True,False,False,Breakfasts,Sweet Spreads
Pressup Orange L,Jaouda,B,4,unknown,37.0,0.0,0.0,8.7,4.5,0.2,0.1,0.0025,0.001,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Aicha Tomato Concentrate,Aicha,A,3,unknown,31.6,0.108,0.0,6.41,2.43,0.811,1.24,0.27,0.108,False,False,False,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Olla,Olla,C,4,unknown,73.0,3.3,0.3,8.7,2.3,1.3,1.3,2.25,0.9,False,False,False,False,False,False,Condiments,Tomato Sauces
Cracotte Whole Cereals,"Lu, Lu",C,4,"gluten, milk, soybeans",380.0,2.8,1.0,75.0,7.9,5.4,11.0,1.6,0.64,True,True,False,False,False,False,Plant Based Foods And Beverages,Snacks
Mix Di Frutta Secca,Alesto,D,3,"nuts, sulphur-dioxide-and-sulphites",504.0,31.7,3.0,40.5,35.7,6.9,10.8,0.02,0.008,False,False,True,False,False,False,Plant Based Foods And Beverages,Fruits And Vegetables Based Foods
Special Muesli Fruits Noix,Jordans,A,1,"avoine, gluten, nuts",362.0,7.2,2.0,60.0,17.0,8.8,10.0,0.03,0.012,True,False,True,False,False,False,Plant Based Foods And Beverages,Breakfasts
Vip,Vip,UNKNOWN,0,unknown,1.0,0.0,0.0,0.3,0.0,0.2,0.2,0.0,0.0,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Runny Honey,Rowse,E,2,unknown,329.0,0.5,0.2,81.5,80.8,0.5,0.5,0.03,0.012,False,False,False,False,False,False,Breakfasts,Sweet Spreads
Oulms Naturally Sparkling Mineral Water,Lamas Is A Natural Gas Mineral Water,A,1,unknown,19.0,0.0,0.0,4.4,3.0,0.0,0.0,0.0785,0.0314,False,False,False,False,False,False,Beverages,Waters
Dark Chocolate,Tesco Finest,E,4,milk,590.0,45.0,27.0,35.0,28.0,11.0,7.0,0.1,0.04,False,False,False,False,False,False,Snacks,Cocoa And Its Products
Icelandic Style Yogurt,Arla,A,1,milk,60.0,0.2,0.1,4.0,4.0,0.0,10.0,0.0001375,5.5e-05,False,True,False,False,False,False,Dairies,Fermented Milk Products
Chips,Kettle,C,3,gluten,494.0,25.4,3.0,56.7,0.1,4.1,7.7,0.65,0.26,False,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Peanut Paste,Peanut Paste,C,4,"nuts, peanuts",582.0,48.2,14.0,24.8,11.2,6.5,24.3,0.7,0.28,False,False,True,False,False,False,Plant Based Foods And Beverages,Legumes And Their Products
Pringles Sare,Pringles,D,4,"gluten, soybeans",530.0,31.0,3.0,55.0,0.9,3.5,6.1,1.0,0.4,True,False,False,True,False,False,Plant Based Foods And Beverages,Snacks
Buttery,Flora,E,4,nuts,677.0,75.0,28.0,0.5,0.5,4.8,0.5,1.2775,0.511,False,False,False,False,False,False,Plant Based Foods And Beverages,Fats
Wasa,"Barilla,Wasa",A,3,"gluten, lupin, milk, soybeans",338.0,1.5,0.3,62.0,2.0,20.0,9.0,1.0,0.4,True,False,False,False,False,False,Plant Based Foods And Beverages,Snacks
Ricor Original,Nestl,B,4,unknown,141.0,0.5,0.1,9.1,9.1,45.3,2.7,0.23,0.092,False,False,False,False,False,False,Beverages And Beverages Preparations,Beverages
Creamy Yogurt Greek Style,Pilos,C,1,milk,122.0,10.0,6.64,3.2,3.2,0.0,4.64,0.104,0.0416,False,True,False,False,False,False,Dairies,Fermented Milk Products
Henrys Sable Coco Biscuit G,Henrys,D,4,"gluten, milk",376.5,10.5,5.45,63.0,20.0,2.3,6.5,0.75,0.3,True,True,False,False,False,False,Snacks,Biscuits And Cakes
Cracotte,Lu,D,4,"gluten, milk",389.0,2.7,1.0,78.0,7.9,3.0,11.0,1.6725,0.669,True,True,False,False,False,False,Plant Based Foods And Beverages,Snacks
Biscuit Raisins,Gerbl,C,4,gluten,442.0,14.0,1.3,68.0,17.0,4.9,8.5,0.2,0.08,True,False,False,False,False,False,Snacks,Biscuits And Cakes
Seriously Good Times Mayonnaise,Heinz,D,3,"eggs, mustard",644.0,70.0,5.3,3.0,1.5,0.7,0.8,0.9825,0.393,False,False,False,False,True,False,Condiments,Mayonnaises
Delicimou Chocolat,Delicimou,D,4,milk,167.8,7.4,4.8,4.4,20.0,0.0,5.3,0.0,0.0,False,True,False,False,False,False,Dairies,Fermented Milk Products
Mayfine,Mayfine,C,3,"sulphites, sulphur-dioxide-and-sulphites",356.0,0.6,0.0,85.0,0.0,0.0,0.45,0.071,0.0284,False,False,False,False,False,False,Ingredients,Unknown
