FoodID,food_name
1436,beef shank crosscuts separable lean only trimmed to 1 4 fat choice cooked simmered
1437,beef shank crosscuts separable lean only trimmed to 1 4 fat choice raw
1438,beef short loin ny strip steak raw
1439,beef short loin porterhouse steak separable lean and fat trimmed to 0 fat all grades cooked broiled
1440,beef short loin porterhouse steak separable lean and fat trimmed to 0 fat usda choice cooked broiled
1441,beef short loin porterhouse steak separable lean and fat trimmed to 0 fat usda select cooked broiled
1442,beef short loin porterhouse steak separable lean and fat trimmed to 1 8 fat all grades cooked grilled
1443,beef short loin porterhouse steak separable lean and fat trimmed to 1 8 fat all grades raw
1444,beef short loin porterhouse steak separable lean and fat trimmed to 1 8 fat choice cooked grilled
1445,beef short loin porterhouse steak separable lean and fat trimmed to 1 8 fat choice raw
1446,beef short loin porterhouse steak separable lean and fat trimmed to 1 8 fat select cooked grilled
1447,beef short loin porterhouse steak separable lean and fat trimmed to 1 8 fat select raw
1448,beef short loin porterhouse steak separable lean only trimmed to 1 8 fat all grades cooked grilled
1449,beef short loin porterhouse steak separable lean only trimmed to 0 fat all grades cooked broiled
1450,beef short loin porterhouse steak separable lean only trimmed to 0 fat choice cooked broiled
1451,beef short loin porterhouse steak separable lean only trimmed to 0 fat select cooked broiled
1452,beef short loin porterhouse steak separable lean only trimmed to 1 8 fat all grades raw
1453,beef short loin porterhouse steak separable lean only trimmed to 1 8 fat choice cooked grilled
1454,beef short loin porterhouse steak separable lean only trimmed to 1 8 fat choice raw
1455,beef short loin porterhouse steak separable lean only trimmed to 1 8 fat select cooked grilled
1456,beef short loin porterhouse steak separable lean only trimmed to 1 8 fat select raw
1457,beef short loin t bone steak bone in separable lean only trimmed to 1 8 fat all grades cooked grilled
1458,beef short loin t bone steak bone in separable lean only trimmed to 1 8 fat all grades raw
1459,beef short loin t bone steak bone in separable lean only trimmed to 1 8 fat choice cooked grilled
1460,beef short loin t bone steak bone in separable lean only trimmed to 1 8 fat choice raw
1461,beef short loin t bone steak bone in separable lean only trimmed to 1 8 fat select cooked grilled
1462,beef short loin t bone steak bone in separable lean only trimmed to 1 8 fat select raw
1463,beef short loin t bone steak separable lean and fat trimmed to 0 fat all grades cooked broiled
1464,beef short loin t bone steak separable lean and fat trimmed to 0 fat usda choice cooked broiled
1465,beef short loin t bone steak separable lean and fat trimmed to 0 fat usda select cooked broiled
1466,beef short loin t bone steak separable lean and fat trimmed to 1 8 fat all grades cooked grilled
1467,beef short loin t bone steak separable lean and fat trimmed to 1 8 fat all grades raw
1468,beef short loin t bone steak separable lean and fat trimmed to 1 8 fat choice cooked grilled
1469,beef short loin t bone steak separable lean and fat trimmed to 1 8 fat choice raw
1470,beef short loin t bone steak separable lean and fat trimmed to 1 8 fat select cooked grilled
1471,beef short loin t bone steak separable lean and fat trimmed to 1 8 fat select raw
1472,beef short loin t bone steak separable lean only trimmed to 0 fat choice cooked broiled
1473,beef short loin t bone steak separable lean only trimmed to 0 fat select cooked broiled
1474,beef short loin top loin steak separable lean only trimmed to 1 8 fat all grades raw
1475,beef short loin top loin separable lean and fat trimmed to 1 8 fat prime cooked broiled
1476,beef short loin top loin steak separable lean and fat trimmed to 1 8 fat all grades raw
1477,beef short loin top loin steak separable lean and fat trimmed to 1 8 fat choice cooked grilled
1478,beef short loin top loin steak separable lean and fat trimmed to 1 8 fat prime raw
1479,beef short loin top loin steak separable lean only trimmed to 1 8 fat all grades cooked broiled
1480,beef short loin top loin steak separable lean only trimmed to 1 8 fat choice cooked broiled
1481,beef short loin top loin steak separable lean only trimmed to 1 8 fat choice raw
1482,beef short loin top loin steak separable lean only trimmed to 1 8 fat select cooked grilled
1483,beef short loin top loin steak separable lean only trimmed to 1 8 fat select raw
1484,beef shoulder pot roast or steak boneless separable lean and fat trimmed to 0 fat all grades raw
1485,beef shoulder pot roast or steak boneless separable lean and fat trimmed to 0 fat choice raw
1486,beef shoulder pot roast or steak boneless separable lean and fat trimmed to 0 fat select raw
1487,beef shoulder pot roast or steak boneless separable lean only trimmed to 0 fat all grades raw
1488,beef shoulder pot roast or steak boneless separable lean only trimmed to 0 fat choice raw
1489,beef shoulder pot roast or steak boneless separable lean only trimmed to 0 fat select raw
1490,beef shoulder pot roast boneless separable lean and fat trimmed to 0 fat all grades cooked braised
1491,beef shoulder pot roast boneless separable lean and fat trimmed to 0 fat choice cooked braised
1492,beef shoulder pot roast boneless separable lean and fat trimmed to 0 fat select cooked braised
1493,beef shoulder pot roast boneless separable lean only trimmed to 0 fat all grades cooked braised
1494,beef shoulder pot roast boneless separable lean only trimmed to 0 fat choice cooked braised
1495,beef shoulder pot roast boneless separable lean only trimmed to 0 fat select cooked braised
1496,beef shoulder steak boneless separable lean and fat trimmed to 0 fat all grades cooked grilled
1497,beef shoulder steak boneless separable lean and fat trimmed to 0 fat choice cooked grilled
1498,beef shoulder steak boneless separable lean and fat trimmed to 0 fat select cooked grilled
1499,beef shoulder steak boneless separable lean only trimmed to 0 fat all grades cooked grilled
1500,beef shoulder steak boneless separable lean only trimmed to 0 fat choice cooked grilled
1501,beef shoulder steak boneless separable lean only trimmed to 0 fat select cooked grilled
1502,beef shoulder top blade steak boneless separable lean and fat trimmed to 0 fat all grades cooked grilled
1503,beef shoulder top blade steak boneless separable lean and fat trimmed to 0 fat all grades raw
1504,beef shoulder top blade steak boneless separable lean and fat trimmed to 0 fat choice cooked grilled
1505,beef shoulder top blade steak boneless separable lean and fat trimmed to 0 fat choice raw
1506,beef shoulder top blade steak boneless separable lean and fat trimmed to 0 fat select cooked grilled
1507,beef shoulder top blade steak boneless separable lean and fat trimmed to 0 fat select raw
1508,beef shoulder top blade steak boneless separable lean only trimmed to 0 fat all grades cooked grilled
1509,beef shoulder top blade steak boneless separable lean only trimmed to 0 fat all grades raw
1510,beef shoulder top blade steak boneless separable lean only trimmed to 0 fat choice cooked grilled
1511,beef shoulder top blade steak boneless separable lean only trimmed to 0 fat choice raw
1512,beef shoulder top blade steak boneless separable lean only trimmed to 0 fat select cooked grilled
1513,beef shoulder top blade steak boneless separable lean only trimmed to 0 fat select raw
1514,beef tenderloin roast separable lean and fat trimmed to 1 8 fat all grades cooked roasted
1515,beef tenderloin roast separable lean and fat trimmed to 1 8 fat choice cooked roasted
1516,beef tenderloin roast separable lean and fat trimmed to 1 8 fat prime cooked roasted
1517,beef tenderloin roast separable lean and fat trimmed to 1 8 fat select cooked roasted
1518,beef tenderloin separable lean and fat trimmed to 1 8 fat prime raw
1519,beef tenderloin steak separable lean and fat trimmed to 1 8 fat all grades cooked broiled
1520,beef tenderloin steak separable lean and fat trimmed to 1 8 fat all grades raw
1521,beef tenderloin steak separable lean and fat trimmed to 1 8 fat choice cooked broiled
1522,beef tenderloin steak separable lean and fat trimmed to 1 8 fat choice raw
1523,beef tenderloin steak separable lean and fat trimmed to 1 8 fat prime cooked broiled
1524,beef tenderloin steak separable lean and fat trimmed to 1 8 fat select cooked broiled
1525,beef tenderloin steak separable lean and fat trimmed to 1 8 fat select raw
1526,beef tenderloin steak separable lean only trimmed to 1 8 fat all grades cooked broiled
1527,beef tenderloin steak separable lean only trimmed to 1 8 fat all grades raw
1528,beef tenderloin steak separable lean only trimmed to 1 8 fat choice cooked broiled
1529,beef tenderloin steak separable lean only trimmed to 1 8 fat choice raw
1530,beef tenderloin steak separable lean only trimmed to 1 8 fat select cooked broiled
1531,beef tenderloin steak separable lean only trimmed to 1 8 fat select raw
1532,beef top loin filet boneless separable lean and fat trimmed to 1 8 fat all grades cooked grilled
1533,beef top loin filet boneless separable lean and fat trimmed to 1 8 fat choice cooked grilled
1534,beef top loin filet boneless separable lean and fat trimmed to 1 8 fat select cooked grilled
1535,beef top loin filet boneless separable lean only trimmed to 1 8 fat all grades cooked grilled
1536,beef top loin filet boneless separable lean only trimmed to 1 8 fat choice cooked grilled
1537,beef top loin filet boneless separable lean only trimmed to 1 8 fat select cooked grilled
1538,beef top loin petite roast boneless separable lean and fat trimmed to 1 8 fat all grades cooked roasted
1539,beef top loin petite roast boneless separable lean and fat trimmed to 1 8 fat choice cooked roasted
1540,beef top loin petite roast boneless separable lean and fat trimmed to 1 8 fat select cooked roasted
1541,beef top loin petite roast boneless separable lean only trimmed to 1 8 fat all grades cooked roasted
1542,beef top loin petite roast boneless separable lean only trimmed to 1 8 fat choice cooked roasted
1543,beef top loin petite roast boneless separable lean only trimmed to 1 8 fat select cooked roasted
1544,beef top loin petite roast filet boneless separable lean and fat trimmed to 1 8 fat all grades raw
1545,beef top loin petite roast filet boneless separable lean and fat trimmed to 1 8 fat choice raw
1546,beef top loin petite roast filet boneless separable lean and fat trimmed to 1 8 fat select raw
1547,beef top loin petite roast filet boneless separable lean only trimmed to 1 8 fat all grades raw
1548,beef top loin petite roast filet boneless separable lean only trimmed to 1 8 fat choice raw
1549,beef top loin petite roast filet boneless separable lean only trimmed to 1 8 fat select raw
1550,beef top sirloin steak raw
1551,beef top sirloin steak separable lean and fat trimmed to 0 fat all grades cooked broiled
1552,beef top sirloin steak separable lean and fat trimmed to 0 fat choice cooked broiled
1553,beef top sirloin steak separable lean and fat trimmed to 0 fat select cooked broiled
1554,beef top sirloin steak separable lean and fat trimmed to 1 8 fat all grades cooked broiled
1555,beef top sirloin steak separable lean and fat trimmed to 1 8 fat all grades raw
1556,beef top sirloin steak separable lean and fat trimmed to 1 8 fat choice cooked broiled
1557,beef top sirloin steak separable lean and fat trimmed to 1 8 fat choice cooked pan fried
1558,beef top sirloin steak separable lean and fat trimmed to 1 8 fat choice raw
1559,beef top sirloin steak separable lean and fat trimmed to 1 8 fat select cooked broiled
1560,beef top sirloin steak separable lean and fat trimmed to 1 8 fat select raw
1561,beef top sirloin steak separable lean only trimmed to 0 fat all grades cooked broiled
1562,beef top sirloin steak separable lean only trimmed to 0 fat choice cooked broiled
1563,beef top sirloin steak separable lean only trimmed to 0 fat select cooked broiled
1564,beef top sirloin steak separable lean only trimmed to 1 8 fat all grades cooked broiled
1565,beef top sirloin steak separable lean only trimmed to 1 8 fat all grades raw
1566,beef top sirloin steak separable lean only trimmed to 1 8 fat choice cooked broiled
1567,beef top sirloin steak separable lean only trimmed to 1 8 fat choice raw
1568,beef top sirloin steak separable lean only trimmed to 1 8 fat select cooked broiled
1569,beef top sirloin steak separable lean only trimmed to 1 8 fat select raw
1570,beef variety meats and by products brain cooked pan fried
1571,beef variety meats and by products brain cooked simmered
1572,beef variety meats and by products brain raw
1573,beef variety meats and by products heart cooked simmered
1574,beef variety meats and by products heart raw
1575,beef variety meats and by products kidneys cooked simmered
1576,beef variety meats and by products kidneys raw
1577,beef variety meats and by products liver cooked braised
1578,beef variety meats and by products liver cooked pan fried
1579,beef variety meats and by products liver raw
1580,beef variety meats and by products lungs cooked braised
1581,beef variety meats and by products lungs raw
1582,beef variety meats and by products mechanically separated beef raw
1583,beef variety meats and by products pancreas cooked braised
1584,beef variety meats and by products pancreas raw
1585,beef variety meats and by products spleen cooked braised
1586,beef variety meats and by products spleen raw
1587,beef variety meats and by products suet raw
1588,beef variety meats and by products thymus cooked braised
1589,beef variety meats and by products thymus raw
1590,beef variety meats and by products tongue cooked simmered
1591,beef variety meats and by products tongue raw
1592,beef variety meats and by products tripe cooked simmered
1593,beef variety meats and by products tripe raw
1594,beef tenderloin steak raw
1595,beerwurst beer salami pork
1596,beerwurst beer salami pork and beef
1597,beerwurst pork and beef
1598,beet greens cooked boiled drained with salt
1599,beet greens cooked boiled drained without salt
1600,beet greens raw
1601,beets canned drained solids
1602,beets canned no salt added solids and liquids
1603,beets canned regular pack solids and liquids
1604,beets cooked boiled drained
1605,beets cooked boiled drained with salt
1606,beets harvard canned solids and liquids
1607,beets pickled canned solids and liquids
1608,beets raw
1609,beverage instant breakfast powder chocolate not reconstituted
1610,beverage instant breakfast powder chocolate sugar free not reconstituted
1611,beverages energy drink citrus
1612,beverages abbott eas soy protein powder
1613,beverages abbott eas whey protein powder
1614,beverages abbott ensure plus ready to drink
1615,beverages abbott ensure nutritional shake ready to drink
1616,beverages acai berry drink fortified
1617,beverages almond milk chocolate ready to drink
1618,beverages almond milk sweetened vanilla flavor ready to drink
1619,beverages almond milk unsweetened shelf stable
1620,beverages aloe vera juice drink fortified with vitamin c
1621,beverages amber hard cider
1622,beverages apple juice drink light fortified with vitamin c
1623,beverages arizona tea ready to drink lemon
1624,beverages carbonated club soda
1625,beverages carbonated cola fast food cola
1626,beverages carbonated cola regular
1627,beverages carbonated cola without caffeine
1628,beverages carbonated ginger ale
1629,beverages carbonated grape soda
1630,beverages carbonated lemon lime soda no caffeine
1631,beverages carbonated limeade high caffeine
1632,beverages carbonated low calorie cola or pepper type with aspartame contains caffeine
1633,beverages carbonated low calorie cola or pepper type with aspartame without caffeine
1634,beverages carbonated low calorie cola or pepper types with sodium saccharin contains caffeine
1635,beverages carbonated low calorie other than cola or pepper without caffeine
1636,beverages carbonated low calorie other than cola or pepper with aspartame contains caffeine
1637,beverages carbonated orange
1638,beverages carbonated pepper type contains caffeine
1639,beverages carbonated reduced sugar cola contains caffeine and sweeteners
1640,beverages carbonated root beer
1641,beverages carbonated sprite lemon lime without caffeine
1642,beverages carbonated tonic water
1643,beverages carob flavor beverage mix powder
1644,beverages carob flavor beverage mix powder prepared with whole milk
1645,beverages chocolate almond milk unsweetened shelf stable fortified with vitamin d2 and e
1646,beverages chocolate drink milk and soy based ready to drink fortified
1647,beverages chocolate malt powder prepared with 1 milk fortified
1648,beverages chocolate malt powder prepared with fat free milk
1649,beverages chocolate powder no sugar added
1650,beverages chocolate syrup
1651,beverages chocolate syrup prepared with whole milk
1652,beverages chocolate flavor beverage mix for milk powder with added nutrients
1653,beverages chocolate flavor beverage mix for milk powder with added nutrients prepared with whole milk
1654,beverages chocolate flavor beverage mix powder prepared with whole milk
1655,beverages chocolate flavored drink whey and milk based
1656,beverages citrus fruit juice drink frozen concentrate
1657,beverages citrus fruit juice drink frozen concentrate prepared with water
1658,beverages clam and tomato juice canned
1659,beverages coca cola powerade lemon lime flavored ready to drink
1660,beverages cocktail mix non alcoholic concentrated frozen
1661,beverages cocoa mix low calorie powder with added calcium phosphorus aspartame without added sodium or vitamin a
1662,beverages cocoa mix nestle hot cocoa mix rich chocolate with marshmallows
1663,beverages cocoa mix no sugar added powder
1664,beverages cocoa mix powder
1665,beverages cocoa mix powder prepared with water
1666,beverages cocoa mix with aspartame powder prepared with water
1667,beverages coconut milk sweetened fortified with calcium vitamins a b12 d2
1668,beverages coconut water ready to drink unsweetened
1669,beverages coffee and cocoa instant decaffeinated with whitener and low calorie sweetener
1670,beverages coffee substitute cereal grain beverage powder
1671,beverages coffee substitute cereal grain beverage powder prepared with whole milk
1672,beverages coffee substitute cereal grain beverage prepared with water
1673,beverages coffee brewed breakfast blend
1674,beverages coffee brewed espresso restaurant prepared
1675,beverages coffee brewed espresso restaurant prepared decaffeinated
1676,beverages coffee brewed prepared with tap water
1677,beverages coffee brewed prepared with tap water decaffeinated
1678,beverages coffee instant chicory
1679,beverages coffee instant decaffeinated powder
1680,beverages coffee instant decaffeinated prepared with water
1681,beverages coffee instant mocha sweetened
1682,beverages coffee instant regular half the caffeine
1683,beverages coffee instant regular powder
1684,beverages coffee instant regular prepared with water
1685,beverages coffee instant vanilla sweetened decaffeinated with non dairy creamer
1686,beverages coffee instant with chicory
1687,beverages coffee instant with whitener reduced calorie
1688,beverages coffee ready to drink iced mocha milk based
1689,beverages coffee ready to drink milk based sweetened
1690,beverages coffee ready to drink vanilla light milk based sweetened
1691,beverages cranberry juice cocktail
1692,beverages cranberry apple juice drink bottled
1693,beverages cranberry apple juice drink low calorie with vitamin c added
1694,beverages cranberry apricot juice drink bottled
1695,beverages cranberry grape juice drink bottled
1696,beverages cytosport muscle milk ready to drink
1697,beverages dairy drink mix chocolate reduced calorie with aspartame powder prepared with water and ice
1698,beverages dairy drink mix chocolate reduced calorie with low calorie sweeteners powder
1699,beverages dannon water bottled non carbonated with fluoride
1700,beverages drink mix quaker oats gatorade orange flavor powder
1701,beverages eggnog flavor mix powder prepared with whole milk
1702,beverages energy drink with carbonated water and high fructose corn syrup
1703,beverages energy drink amp
1704,beverages energy drink amp sugar free
1705,beverages energy drink full throttle
1706,beverages energy drink monster fortified with vitamins c b2 b3 b6 b12
1707,beverages energy drink red bull
1708,beverages energy drink red bull sugar free with added caffeine niacin pantothenic acid vitamins b6 and b12
1709,beverages energy drink rockstar
1710,beverages energy drink rockstar sugar free
1711,beverages energy drink sugar free
1712,beverages energy drink vault zero sugar free citrus flavor
1713,beverages energy drink vault citrus flavor
1714,beverages fruit flavored drink containing less than 3 fruit juice with high vitamin c
1715,beverages fruit flavored drink less than 3 juice not fortified with vitamin c
1716,beverages fruit flavored drink reduced sugar greater than 3 fruit juice high vitamin c added calcium
1717,beverages fruit juice drink greater than 3 fruit juice high vitamin c and added thiamin
1718,beverages fruit juice drink greater than 3 juice high vitamin c
1719,beverages fruit juice drink reduced sugar with vitamin e added
1720,beverages fruit punch drink frozen concentrate
1721,beverages fruit punch drink frozen concentrate prepared with water
1722,beverages fruit punch drink with added nutrients canned
1723,beverages fruit punch drink without added nutrients canned
1724,beverages fruit punch juice drink frozen concentrate
1725,beverages fruit punch juice drink frozen concentrate prepared with water
1726,beverages fruit punch flavor drink powder without added sodium prepared with water
1727,beverages fruit flavored drink dry powdered mix low calorie with aspartame
1728,beverages fruit flavored drink powder with high vitamin c with other added vitamins low calorie
1729,beverages fuze orange mango fortified with vitamins a c e b6
1730,beverages gerolsteiner brunnen gmbh co kg gerolsteiner naturally sparkling mineral bottled water
1731,beverages gerolsteiner brunnen gmbh co kg gerolsteiner naturally sparkling mineral water
1732,beverages grape drink canned
1733,beverages grape juice drink canned
1734,beverages horchata as served in restaurant
1735,beverages kiwi strawberry juice drink
1736,beverages kraft coffee instant french vanilla cafe
1737,beverages lemonade fruit juice drink light fortified with vitamin e and c
1738,beverages lemonade frozen concentrate pink prepared with water
1739,beverages lemonade powder
1740,beverages lemonade flavor drink powder
1741,beverages lemonade flavor drink powder prepared with water
1742,beverages lipton brisk tea black ready to drink lemon
1743,beverages malt liquor beverage
1744,beverages malted drink mix chocolate powder
1745,beverages malted drink mix chocolate powder prepared with whole milk
1746,beverages malted drink mix chocolate with added nutrients powder prepared with whole milk
1747,beverages malted drink mix natural powder dairy based
1748,beverages malted drink mix natural powder prepared with whole milk
1749,beverages malted drink mix natural with added nutrients powder prepared with whole milk
1750,beverages meal supplement drink canned peanut flavor
1751,beverages milk beverage reduced fat flavored and sweetened ready to drink added calcium vitamin a and vitamin d
1752,beverages minute maid lemonada limeade
1753,beverages mixed vegetable and fruit juice drink with added nutrients
1754,beverages monster energy drink low carb
1755,beverages motts apple juice light fortified with vitamin c
1756,beverages nestea tea black ready to drink lemon
1757,beverages nestle boost plus nutritional drink ready to drink
1758,beverages nutritional shake mix high protein powder
1759,beverages ocean spray cran cherry
1760,beverages ocean spray cran grape
1761,beverages ocean spray cran lemonade
1762,beverages ocean spray cran pomegranate
1763,beverages ocean spray cran raspberry juice drink
1764,beverages ocean spray cran energy cranberry energy juice drink
1765,beverages ocean spray cranberry apple juice drink bottled
1766,beverages ocean spray diet cran cherry
1767,beverages ocean spray diet cranberry juice
1768,beverages ocean spray light cranberry
1769,beverages ocean spray light cranberry and raspberry flavored juice
1770,beverages ocean spray light cranberry concord grape
1771,beverages ocean spray ruby red cranberry
1772,beverages ocean spray white cranberry peach
1773,beverages ocean spray white cranberry strawberry flavored juice drink
1774,beverages orange and apricot juice drink canned
1775,beverages orange breakfast drink ready to drink with added nutrients
1776,beverages orange drink breakfast type with juice and pulp frozen concentrate
1777,beverages orange drink breakfast type with juice and pulp frozen concentrate prepared with water
1778,beverages orange drink canned with added vitamin c
1779,beverages orange juice drink
1780,beverages orange juice light no pulp
1781,beverages orange flavor drink breakfast type low calorie powder
1782,beverages orange flavor drink breakfast type powder
1783,beverages orange flavor drink breakfast type powder prepared with water
1784,beverages orange flavor drink breakfast type with pulp frozen concentrate prepared with water
1785,beverages orange flavor drink breakfast type with pulp frozen concentrate
1786,beverages ovaltine chocolate malt powder
1787,beverages ovaltine classic malt powder
1788,beverages pepsico quaker gatorade g2 low calorie
1789,beverages pepsico quaker gatorade g performance o 2 ready to drink
1790,beverages pineapple and grapefruit juice drink canned
1791,beverages pineapple and orange juice drink canned
1792,beverages powerade zero ion4 calorie free assorted flavors
1793,beverages powerade zero mixed berry
1794,beverages propel zero fruit flavored non carbonated
1795,beverages protein powder soy based
1796,beverages protein powder whey based
1797,beverages rice milk unsweetened
1798,beverages rich chocolate powder
1799,beverages shake fast food strawberry
1800,beverages slimfast meal replacement high protein shake ready to drink 3 2 1 plan
1801,beverages snapple tea black and green ready to drink lemon diet
1802,beverages snapple tea black and green ready to drink peach diet
1803,beverages strawberry flavor beverage mix powder prepared with whole milk
1804,beverages tea black brewed prepared with distilled water
1805,beverages tea black brewed prepared with tap water
1806,beverages tea black brewed prepared with tap water decaffeinated
1807,beverages tea black ready to drink
1808,beverages tea black ready to drink decaffeinated
1809,beverages tea black ready to drink decaffeinated diet
1810,beverages tea black ready to drink lemon diet
1811,beverages tea black ready to drink lemon sweetened
1812,beverages tea black ready to drink peach diet
1813,beverages tea green brewed decaffeinated
1814,beverages tea green brewed regular
1815,beverages tea green instant decaffeinated lemon unsweetened fortified with vitamin c
1816,beverages tea green ready to drink ginseng and honey sweetened
1817,beverages tea green ready to drink unsweetened
1818,beverages tea green ready to drink citrus diet fortified with vitamin c
1819,beverages tea green ready to drink diet
1820,beverages tea green ready to drink sweetened
1821,beverages tea herb brewed chamomile
1822,beverages tea herb other than chamomile brewed
1823,beverages tea hibiscus brewed
1824,beverages tea instant decaffeinated lemon diet
1825,beverages tea instant decaffeinated lemon sweetened
1826,beverages tea instant decaffeinated unsweetened
1827,beverages tea instant lemon diet
1828,beverages tea instant lemon sweetened powder
1829,beverages tea instant lemon sweetened prepared with water
1830,beverages tea instant lemon unsweetened
1831,beverages tea instant lemon with added ascorbic acid
1832,beverages tea instant sweetened with sodium saccharin lemon flavored powder
1833,beverages tea instant unsweetened powder
1834,beverages tea instant unsweetened prepared with water
1835,beverages tea oolong brewed
1836,beverages tea ready to drink lemon diet
1837,beverages the coca cola company dasani water bottled non carbonated
1838,beverages the coca cola company glaceau vitamin water revive fruit punch fortified
1839,beverages the coca cola company hi c flashin fruit punch
1840,beverages the coca cola company minute maid lemonade
1841,beverages the coca cola company nos energy drink original grape loaded cherry charged citrus fortified with vitamins b6 and b12
1842,beverages the coca cola company nos zero energy drink sugar free with guarana fortified with vitamins b6 and b12
1843,beverages tropical punch ready to drink
1844,beverages unilever slimfast shake mix high protein whey powder 3 2 1 plan
1845,beverages unilever slimfast shake mix powder 3 2 1 plan
1846,beverages unilever slimfast meal replacement regular ready to drink 3 2 1 plan
1847,beverages v8 splash juice drinks berry blend
1848,beverages v8 splash juice drinks diet berry blend
1849,beverages v8 splash juice drinks diet fruit medley
1850,beverages v8 splash juice drinks diet strawberry kiwi
1851,beverages v8 splash juice drinks diet tropical blend
1852,beverages v8 splash juice drinks fruit medley
1853,beverages v8 splash juice drinks guava passion fruit
1854,beverages v8 splash juice drinks mango peach
1855,beverages v8 splash juice drinks orange pineapple
1856,beverages v8 splash juice drinks orchard blend
1857,beverages v8 splash juice drinks strawberry banana
1858,beverages v8 splash juice drinks strawberry kiwi
1859,beverages v8 splash juice drinks tropical blend
1860,beverages v8 splash smoothies peach mango
1861,beverages v8 splash smoothies strawberry banana
1862,beverages v8 splash smoothies tropical colada
1863,beverages v8 v fusion juices acai berry
1864,beverages v8 v fusion juices peach mango
1865,beverages v8 v fusion juices strawberry banana
1866,beverages v8 v fusion juices tropical
1867,beverages vegetable and fruit juice blend 100 juice with added vitamins a c e
1868,beverages vegetable and fruit juice drink reduced calorie with low calorie sweetener added vitamin c
1869,beverages water with added vitamins and minerals bottles sweetened assorted fruit flavors
1870,beverages water bottled non carbonated calistoga
1871,beverages water bottled non carbonated crystal geyser
1872,beverages water bottled non carbonated dannon
1873,beverages water bottled non carbonated evian
1874,beverages water bottled non carbonated pepsi aquafina
1875,beverages water bottled perrier
1876,beverages water bottled poland spring
1877,beverages water bottled yumberry pomegranate with anti oxidants zero calories
1878,beverages water tap drinking
1879,beverages water tap municipal
1880,beverages water tap well
1881,beverages wendys tea ready to drink unsweetened
1882,beverages whey protein powder isolate
1883,beverages whiskey sour mix bottled
1884,beverages whiskey sour mix powder
1885,beverages wine non alcoholic
1886,beverages yellow green colored citrus soft drink with caffeine
1887,beverages zevia cola
1888,beverages zevia cola caffeine free
1889,biscuits mixed grain refrigerated dough
1890,biscuits plain or buttermilk dry mix
1891,biscuits plain or buttermilk dry mix prepared
1892,biscuits plain or buttermilk frozen baked
1893,biscuits plain or buttermilk prepared from recipe
1894,biscuits plain or buttermilk refrigerated dough higher fat
1895,biscuits plain or buttermilk refrigerated dough higher fat baked
1896,biscuits plain or buttermilk refrigerated dough lower fat
1897,biscuits plain or buttermilk refrigerated dough lower fat baked
1898,bison ground grass fed cooked
1899,bison ground grass fed raw
1900,bison ground raw
1901,blackberries canned heavy syrup solids and liquids
1902,blackberries frozen unsweetened
1903,blackberries raw
1904,blackberries wild raw alaska native
1905,blackberry juice canned
1906,blackeye pea canned sodium added drained and rinsed
1907,blackeye pea dry
1908,blood sausage
1909,blueberries canned heavy syrup solids and liquids
1910,blueberries canned light syrup drained
1911,blueberries dried sweetened
1912,blueberries frozen sweetened
1913,blueberries frozen unsweetened includes foods for usdas food distribution program
1914,blueberries raw
1915,blueberries wild canned heavy syrup drained
1916,blueberries wild frozen alaska native
1917,blueberries wild frozen includes foods for usdas food distribution program
1918,blueberries wild raw alaska native
1919,bockwurst pork veal raw
1920,bologna beef
1921,bologna beef and pork
1922,bologna beef and pork low fat
1923,bologna beef low fat
1924,bologna chicken pork
1925,bologna chicken pork beef
1926,bologna chicken turkey pork
1927,bologna meat and poultry
1928,bologna pork
1929,bologna pork and turkey lite
1930,bologna pork turkey and beef
1931,bologna turkey
1932,borage cooked boiled drained with salt
1933,borage cooked boiled drained without salt
1934,borage raw
1935,boysenberries canned heavy syrup
1936,boysenberries frozen unsweetened
1937,bratwurst beef and pork smoked
1938,bratwurst chicken cooked
1939,bratwurst pork beef and turkey lite smoked
1940,bratwurst pork beef link
1941,bratwurst pork cooked
1942,bratwurst veal cooked
1943,braunschweiger a liver sausage pork
1944,bread banana prepared from recipe made with margarine
1945,bread blue corn somiviki hopi
1946,bread boston brown canned
1947,bread chapati or roti plain commercially prepared
1948,bread chapati or roti whole wheat commercially prepared frozen
1949,bread cheese
1950,bread cinnamon
1951,bread cornbread dry mix enriched includes corn muffin mix
1952,bread cornbread dry mix prepared with 2 milk 80 margarine and eggs
1953,bread cornbread dry mix unenriched includes corn muffin mix
1954,bread cornbread prepared from recipe made with low fat 2 milk
1955,bread cracked wheat
1956,bread crumbs dry grated plain
1957,bread crumbs dry grated seasoned
1958,bread egg
1959,bread egg toasted
1960,bread french or vienna includes sourdough
1961,bread french or vienna toasted includes sourdough
1962,bread french or vienna whole wheat
1963,bread gluten free white made with potato extract rice starch and rice flour
1964,bread gluten free white made with rice flour corn starch and or tapioca
1965,bread gluten free white made with tapioca starch and brown rice flour
1966,bread gluten free whole grain made with tapioca starch and brown rice flour
1967,bread irish soda prepared from recipe
1968,bread italian
1969,bread kneel down navajo
1970,bread multi grain includes whole grain
1971,bread multi grain toasted includes whole grain
1972,bread naan plain commercially prepared refrigerated
1973,bread naan whole wheat commercially prepared refrigerated
1974,bread oat bran
1975,bread oat bran toasted
1976,bread oatmeal
1977,bread oatmeal toasted
1978,bread pan dulce sweet yeast bread
1979,bread paratha whole wheat commercially prepared frozen
1980,bread pita white enriched
